Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18034557460,"Apr 8, 2026, 11:17:40 PM",Evening Tennis,Workout,6-2 against [strava://athletes/88348816/15]William Hammond. He has 48 hours to respond. ,1852,1.13,175.0,17,false,"",,activities/19135710198.fit.gz,,,1852.0,1423.0,1137.1,2.56,0.799,0.0,0.0,181.9,181.9,0.0,0.0,,,114.0,59.0,175.0,136.0,,,354.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614,0.0,,,,1878.0,0.0,,,,,,1878.0,0.0,0.0,,,,0.0,,,,media/7b6d88cd-b5bf-4762-992b-8c0d381706ea.jpg
18033975390,"Apr 8, 2026, 10:19:29 PM",Afternoon Ride,Ride,,2126,8.25,139.0,6,false,,,activities/19135124753.fit.gz,,9.0,2126.0,1779.0,8252.5,12.1,4.639,85.0,70.0,176.0,216.4,45.2,0.1,,,,,139.0,117.0,,,258.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.882,61.4,,,,,0.0,,,,,,,,,,,,,,,,""
18020673658,"Apr 7, 2026, 11:25:22 PM",Evening Run,Run,,2751,7.17,163.0,33,false,,ASICS gel-kayano 32,activities/19121591899.fit.gz,,,2751.0,2449.0,7174.6,6.98,2.93,81.0,66.0,171.6,207.0,28.6,0.2,,,111.0,79.0,163.0,142.0,,342.0,560.0,,,33.0,844584.0,,,,,,,,336.0,2752.0,,,0.0,,1.0,7431.4,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.608,2485.5,,,,6532.0,0.0,,488.0,253.0,3.034,,,,,,,,,,,,""
18020097166,"Apr 7, 2026, 10:37:23 PM",Afternoon Ride,Ride,,1964,8.14,133.0,6,false,,,activities/19121011540.fit.gz,,9.0,1964.0,1905.0,8142.8,10.556,4.274,62.0,26.0,156.8,201.0,41.4,0.5,,,,,133.0,113.0,,,232.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.146,49.5,,,,,0.0,,,,,,,,,,,,,,,,""
18006360932,"Apr 6, 2026, 10:07:16 PM",Afternoon Ride,Ride,,1812,7.87,145.0,5,false,,,activities/19107056610.fit.gz,,9.0,1812.0,1727.0,7877.1,8.64,4.561,85.0,48.0,146.8,196.2,43.2,0.5,,,,,145.0,109.0,,,202.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.347,93.7,,,,,0.0,,,,,,,,,,,,,,,,""
17993088039,"Apr 5, 2026, 9:21:15 PM",Afternoon Tennis,Workout,"3-6 4-6
Probably the closest ive ever gotten to beating William. Forehand got cleaner. Backhand still needs more reaction time. Serve was a lot more consistent now but still choke in crunch time. ",7160,4.04,177.0,33,false,"",,activities/19093657683.fit.gz,,,7160.0,5311.0,4046.8,2.6,0.762,0.0,0.0,178.7,179.3,0.0,0.0,,,123.0,58.0,177.0,126.0,,,883.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,0.0,,,,7406.0,0.0,,,,,,7406.0,0.0,0.0,,,,0.0,,,,""
17980525101,"Apr 4, 2026, 9:47:29 PM",Afternoon Weight Training,Weight Training,,1888,0,168.0,20,false,,,activities/19080934893.fit.gz,,,1888.0,1888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,130.0,,,317.0,,,20.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,710.0,,,,,,,,7,355,""
17943920239,"Apr 1, 2026, 10:31:27 PM",Afternoon Ride,Ride,,1896,8.13,153.0,7,false,,,activities/19044020673.fit.gz,,9.0,1896.0,1775.0,8133.0,8.331,4.582,54.0,30.0,162.4,191.4,41.9,0.3,,,,,153.0,119.0,,,262.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,51.9,,,,,0.0,,,,,,,,,,,,,,,,""
17931955748,"Mar 31, 2026, 11:22:37 PM",Evening Run,Run,,2801,7.06,159.0,38,false,,ASICS gel-kayano 32,activities/19031981807.fit.gz,,,2801.0,2477.0,7066.6,6.36,2.853,63.0,46.0,168.0,200.4,49.5,0.3,,,118.0,79.0,159.0,143.0,,343.0,562.0,,,38.0,850220.0,,,,,,,,335.0,2802.0,,,0.0,,1.0,7310.1,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.523,2484.2,,,,6576.0,0.0,,494.0,252.0,2.951,,,,,,,,,,,,""
17930893103,"Mar 31, 2026, 9:30:50 PM",Afternoon Ride,Ride,,2038,8.12,136.0,5,false,,,activities/19030919304.fit.gz,,9.0,2038.0,1847.0,8123.5,14.04,4.398,82.0,53.0,164.2,204.8,37.5,0.4,,,,,136.0,111.0,,,237.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.986,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17917764296,"Mar 30, 2026, 9:29:58 PM",Afternoon Ride,Ride,,1893,8.21,137.0,5,false,,,activities/19017698896.fit.gz,,9.0,1893.0,1765.0,8211.7,10.329,4.653,75.0,78.0,184.2,207.0,44.8,0.0,,,,,137.0,112.0,,,227.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.338,31.4,,,,,0.0,,,,,,,,,,,,,,,,""
17907297547,"Mar 29, 2026, 10:29:16 PM",Chained tennis courts can't stop us,Workout,Found a hole ,3334,1.32,179.0,8,false,,,activities/19007131664.fit.gz,,,3334.0,1634.0,1323.6,2.28,0.81,0.0,0.0,181.9,182.0,1.4,0.0,,,111.0,58.0,179.0,117.0,,,382.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.397,0.0,,,,2788.0,0.0,,,,,,2788.0,0.0,0.0,,,,0.0,,,,media/d2b1a4e8-a036-4c40-ba7b-27b4a55ab258.mp4
17895225552,"Mar 29, 2026, 12:58:08 AM",Evening Ride,Ride,,1090,4.94,144.0,6,false,,,activities/18994886290.fit.gz,,9.0,1090.0,1031.0,4948.4,8.3,4.8,12.0,14.0,181.4,191.2,27.5,0.0,,,,,144.0,130.0,,,191.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17890244486,"Mar 28, 2026, 2:08:54 PM",Morning Run,Run,"Went to bed at 4am, somehow woke up at 7:48 and can't sleep so here I am doing a chill 9 mile social run ",5159,14.65,177.0,135,false,,ASICS gel-kayano 32,activities/18989870317.fit.gz,,,5159.0,5150.0,14657.8,5.72,2.846,119.0,115.0,176.2,203.8,45.2,0.0,,,84.0,81.0,177.0,153.0,,333.0,1156.0,,,135.0,1714053.0,,,,,,,,334.0,5159.0,0.0,,0.0,,1.0,14924.4,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.841,0.0,,,,13952.0,0.0,,903.0,251.0,2.898,,,0.0,0.0,,,,0.0,,,,media/a9f28544-fb02-43ce-8386-b3c57fa8d67e.mp4
17860107160,"Mar 25, 2026, 11:27:24 PM",Last on run club prize event,Run,Finish second for the second week in a row :(,1896,4.84,186.0,26,false,"",ASICS gel-kayano 32,activities/18959618283.fit.gz,,,1896.0,1713.0,4845.7,6.44,2.829,33.0,17.0,170.8,187.4,17.2,0.3,,,87.0,79.0,186.0,143.0,,311.0,375.0,,,26.0,531560.0,,,,,,,,313.0,1897.0,0.0,,0.0,,1.0,4994.0,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.556,11.0,,,,4502.0,0.0,,291.0,235.0,2.915,,,0.0,0.0,,,,0.0,,,,media/75fd0e40-4570-4d0c-9635-69dd9d713e5f.mp4
17859215255,"Mar 25, 2026, 10:14:08 PM",Afternoon E-Bike Ride,E-Bike Ride,,1622,8.15,115.0,2,false,,,activities/18958720426.fit.gz,,9.0,1622.0,1354.0,8155.5,15.54,6.023,95.0,77.0,176.6,199.8,38.9,0.2,,,,,115.0,92.0,,,120.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.028,138.8,,,,,0.0,,,,,,,,,,,,,,,,""
17847801152,"Mar 24, 2026, 11:21:02 PM",Evening Run,Run,,3068,7.12,177.0,43,false,,ASICS gel-kayano 32,activities/18947260232.fit.gz,,,3068.0,2482.0,7126.3,6.28,2.871,66.0,44.0,163.0,202.2,22.4,0.3,,,107.0,80.0,177.0,145.0,,338.0,572.0,,,43.0,839094.0,,,,,,,,330.0,3069.0,,,0.0,,1.0,7369.8,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.323,2504.5,,,,6714.0,0.0,,524.0,248.0,2.969,,,,,,,,,,,,""
17846923280,"Mar 24, 2026, 10:18:27 PM",Afternoon E-Bike Ride,E-Bike Ride,,1428,8.26,106.0,2,false,,,activities/18946382279.fit.gz,,9.0,1428.0,1324.0,8263.4,14.0,6.241,72.0,34.0,159.2,207.4,41.7,0.5,,,,,106.0,87.0,,,97.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.787,67.6,,,,,0.0,,,,,,,,,,,,,,,,""
17835447092,"Mar 24, 2026, 1:55:46 AM",Evening Ride,Ride,,1449,6.36,133.0,4,false,,,activities/18934862165.fit.gz,,9.0,1449.0,1449.0,6368.6,7.017,4.395,19.0,13.0,176.0,187.0,12.7,0.1,,,,,133.0,110.0,,,169.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.395,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17834727741,"Mar 24, 2026, 12:12:59 AM",Evening Ride,Ride,,1179,6.00,150.0,9,false,,,activities/18934142029.fit.gz,,9.0,1179.0,1179.0,5999.7,7.686,5.089,16.0,6.0,175.4,188.0,36.1,0.2,,,,,150.0,129.0,,,210.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.089,573.0,,,,,0.0,,,,,,,,,,,,,,,,""
17834129086,"Mar 23, 2026, 10:44:58 PM",Afternoon Ride,Ride,,2066,8.14,136.0,5,false,,,activities/18933543720.fit.gz,,9.0,2066.0,1947.0,8141.2,9.192,4.181,38.0,18.0,168.8,194.0,31.6,0.2,,,,,136.0,103.0,,,202.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.941,62.8,,,,,0.0,,,,,,,,,,,,,,,,""
17822913388,"Mar 23, 2026, 12:16:43 AM",Evening E-Bike Ride,E-Bike Ride,,763,5.60,127.0,2,false,,,activities/18922291102.fit.gz,,9.0,763.0,721.0,5603.7,10.583,7.772,117.0,67.0,143.0,196.8,44.6,0.9,,,,,127.0,115.0,,,105.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.344,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17809193124,"Mar 21, 2026, 10:22:16 PM",Afternoon Tennis,Workout,,4163,2.41,175.0,21,false,,,activities/18908401741.fit.gz,,,4163.0,2950.0,2417.8,3.74,0.82,0.0,0.0,178.1,178.3,16.7,0.0,,,123.0,58.0,175.0,129.0,,,574.0,,,21.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581,0.0,,,,4642.0,0.0,,,,,,4642.0,,,,,,,,,,""
17808463780,"Mar 21, 2026, 8:13:32 PM",Afternoon Tennis,Workout,,4911,2.41,175.0,15,false,,,activities/18907659323.fit.gz,,,4911.0,3027.0,2410.6,3.56,0.796,0.0,0.0,182.7,183.4,1.8,0.0,,,123.0,60.0,175.0,122.0,,,600.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,0.0,,,,4840.0,0.0,,,,,,4840.0,,,,,,,,,,""
17807688828,"Mar 21, 2026, 7:27:37 PM",Afternoon E-Bike Ride,E-Bike Ride,,1241,8.41,155.0,10,false,,,activities/18906871951.fit.gz,,9.0,1241.0,1151.0,8409.4,10.207,7.306,86.0,66.0,154.8,184.4,32.4,0.3,,,,,155.0,134.0,,,232.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.776,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17786859965,"Mar 20, 2026, 2:45:21 AM",Night Weight Training,Weight Training,,2345,0,166.0,16,false,,,activities/18885849487.fit.gz,,,2345.0,2345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.0,123.0,,,334.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,742.0,,,,,,,,,,""
17773538765,"Mar 18, 2026, 11:30:14 PM",Evening Run,Run,,2111,4.85,174.0,19,false,,ASICS gel-kayano 32,activities/18872454424.fit.gz,,,2111.0,1787.0,4854.4,8.44,2.717,55.0,27.0,161.6,193.0,14.6,0.5,,,83.0,80.0,174.0,140.0,,299.0,384.0,,,19.0,538512.0,,,,,,,,288.0,2112.0,,,0.0,,1.0,5038.4,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.3,0.0,,,,4848.0,0.0,,275.0,217.0,2.819,,,,,,,,,,,,""
17772930027,"Mar 18, 2026, 10:14:34 PM",Afternoon Ride,Ride,,2004,7.96,115.0,3,false,,,activities/18871844651.fit.gz,,9.0,2004.0,1710.0,7968.7,19.18,4.66,69.0,57.0,185.4,225.6,48.6,0.2,,,,,115.0,87.0,,,132.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.976,40.0,,,,,0.0,,,,,,,,,,,,,,,,""
17760766993,"Mar 17, 2026, 10:32:20 PM",Afternoon Ride,Ride,,2053,8.27,146.0,9,false,,,activities/18859633652.fit.gz,,9.0,2053.0,1962.0,8277.0,9.62,4.219,44.0,27.0,168.8,195.2,9.9,0.2,,,,,146.0,126.0,,,325.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.032,89.7,,,,,0.0,,,,,,,,,,,,,,,,""
17749402314,"Mar 17, 2026, 2:31:10 AM",Night Weight Training,Weight Training,"",1868,0,168.0,17,false,,,activities/18848240130.fit.gz,,,1868.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,131.0,,,315.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,610.0,0.0,0.0,,,,0.0,,,,media/46eeb699-ab88-457c-b9e5-09ab4542dec1.jpg
17747816017,"Mar 16, 2026, 10:18:05 PM",Afternoon E-Bike Ride,E-Bike Ride,,2069,8.76,126.0,5,false,,,activities/18846653871.fit.gz,,9.0,2069.0,1856.0,8762.0,9.967,4.721,87.0,57.0,158.0,193.6,24.1,0.4,,,,,126.0,103.0,,,202.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.235,122.0,,,,,0.0,,,,,,,,,,,,,,,,""
17703413512,"Mar 12, 2026, 11:36:16 PM",heartbreak,Run,first time training at the zoo lot since i left FF in 2023. Glad the workout wasn't as hard since im still a little crippled ,4844,10.15,172.0,59,false,"",ASICS gel-kayano 32,activities/18801910032.fit.gz,,,4844.0,4412.0,10150.2,7.22,2.301,105.0,101.0,170.6,197.4,48.7,0.1,,,117.0,81.0,172.0,146.0,,360.0,834.0,,,59.0,1159104.0,,,,,,,,347.0,4580.0,,,0.0,,1.0,10702.6,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.095,0.0,,,,8852.0,0.0,,866.0,261.0,2.426,,,0.0,0.0,,,,0.0,,,,""
17692638004,"Mar 12, 2026, 2:39:13 AM",Night Weight Training,Weight Training,,1903,0,167.0,18,false,,,activities/18791087517.fit.gz,,,1903.0,1903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,132.0,,,331.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,716.0,,,,,,,,,,""
17691371701,"Mar 11, 2026, 10:41:18 PM",Afternoon Ride,Ride,,1942,7.82,154.0,7,false,,,activities/18789818069.fit.gz,,9.0,1942.0,1781.0,7823.7,13.893,4.393,47.0,40.0,180.0,196.4,33.3,0.1,,,,,154.0,119.0,,,270.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.029,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17679258922,"Mar 10, 2026, 11:24:18 PM",Evening Run,Run,,282,0.60,159.0,1,false,,ASICS gel-kayano 32,activities/18777661731.fit.gz,,,282.0,208.0,600.5,5.54,2.887,45.0,4.0,180.2,225.8,44.4,6.6,,,87.0,78.0,159.0,124.0,,454.0,47.0,,,1.0,96501.0,,,,,,,,414.0,283.0,,,0.0,,1.0,854.8,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.129,0.0,,,,552.0,0.0,,76.0,311.0,4.11,,,,,,,,,,,,""
17679073918,"Mar 10, 2026, 10:39:12 PM",Afternoon E-Bike Ride,E-Bike Ride,,1378,7.56,128.0,3,false,,,activities/18777476546.fit.gz,,9.0,1378.0,1271.0,7565.1,15.083,5.952,57.0,31.0,167.6,200.2,20.5,0.4,,,,,128.0,102.0,,,136.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17666398407,"Mar 9, 2026, 10:04:11 PM",Afternoon Ride,Ride,,5193,16.40,138.0,9,false,,,activities/18764744160.fit.gz,,9.0,5193.0,3606.0,16404.6,9.917,4.549,160.0,152.0,181.0,201.6,35.8,0.1,,,,,138.0,102.0,,,368.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17654647856,"Mar 8, 2026, 9:12:14 PM",Afternoon Tennis,Workout,"lost my ski gloves before my last ski trip rip
welcome [strava://athletes/163399981/11]Med Frezghi ",4118,3.00,173.0,9,false,"",,activities/18752924983.fit.gz,,,4118.0,2175.0,3000.8,11.56,1.38,0.0,0.0,180.3,182.2,1.1,-0.1,,,123.0,57.0,173.0,114.0,,,446.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.729,0.0,,,,2618.0,0.0,,,,,,2618.0,0.0,0.0,,,,0.0,,,,""
17642404371,"Mar 7, 2026, 11:30:25 PM",Afternoon Swim,Swim,,4192,"2,000",199.0,95,false,,,activities/18740546620.fit.gz,,,4192.0,2423.0,2000.0,2.28,0.825,0.0,0.0,0.0,0.0,0.0,0.0,,,,,199.0,139.0,,,625.0,,,95.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477,0.0,,,,,0.0,25.0,,,,,,,,,,,,,,,""
17630316026,"Mar 7, 2026, 12:18:13 AM",Evening E-Bike Ride,E-Bike Ride,,1103,7.82,156.0,10,false,,,activities/18728321170.fit.gz,,9.0,1103.0,1063.0,7819.7,10.88,7.356,51.0,31.0,165.0,194.2,22.9,0.3,,,,,156.0,134.0,,,210.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.089,1399.5,,,,,0.0,,,,,,,,,,,,,,,,""
17620762189,"Mar 6, 2026, 3:49:49 AM",Night Weight Training,Weight Training,,2441,0,172.0,14,false,,,activities/18718698156.fit.gz,,,2441.0,2441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,172.0,122.0,,,340.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,802.0,,,,,,,,,,""
17607989653,"Mar 5, 2026, 12:25:48 AM",Evening Run,Run,,1999,4.76,151.0,17,false,,ASICS gel-kayano 32,activities/18705872232.fit.gz,,,1999.0,1765.0,4759.6,5.88,2.697,68.0,35.0,145.6,191.2,48.7,0.7,,,98.0,79.0,151.0,137.0,,310.0,387.0,,,17.0,548141.0,,,,,,,,303.0,2000.0,,,0.0,,1.0,4991.3,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.381,10.0,,,,4684.0,0.0,,288.0,228.0,2.828,,,,,,,,,,,,""
17607309021,"Mar 4, 2026, 11:07:37 PM",Afternoon E-Bike Ride,E-Bike Ride,,1260,7.75,119.0,3,false,,,activities/18705187742.fit.gz,,9.0,1260.0,1224.0,7753.2,16.3,6.334,42.0,19.0,168.4,194.4,10.9,0.3,,,,,119.0,102.0,,,124.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.153,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17595485193,"Mar 4, 2026, 12:26:47 AM",Evening Run,Run,,2752,6.98,149.0,26,false,,ASICS gel-kayano 32,activities/18693387250.fit.gz,,,2752.0,2600.0,6981.3,4.98,2.685,81.0,45.0,149.4,191.0,49.1,0.6,,,82.0,79.0,149.0,139.0,,323.0,553.0,,,26.0,847644.0,,,,,,,,328.0,2753.0,,,0.0,,1.0,7278.4,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,2.537,2473.1,,,,6910.0,0.0,,465.0,247.0,2.799,,,,,,,,,,,,""
17582999881,"Mar 3, 2026, 1:12:41 AM",Evening Ride,Ride,,2192,8.10,127.0,5,false,,,activities/18680857336.fit.gz,,9.0,2192.0,2090.0,8105.9,12.18,3.878,41.0,20.0,177.4,206.8,43.8,0.3,,,,,127.0,103.0,,,210.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.698,46.6,,,,,0.0,,,,,,,,,,,,,,,,""
17536890400,"Feb 27, 2026, 12:29:06 AM",Evening Run,Run,,1918,6.35,180.0,77,false,,ASICS gel-kayano 32,activities/18634381001.fit.gz,,,1918.0,1909.0,6352.5,10.96,3.328,61.0,42.0,157.0,196.8,20.0,0.3,,,86.0,79.0,180.0,163.0,,390.0,485.0,,,77.0,744484.0,,,,,,,,398.0,1919.0,,,0.0,,1.0,6563.4,,,,,,,,,,,,,,,,25364390.0,,,,,,,,,,,3.312,456.2,,,,4980.0,0.0,,476.0,299.0,3.438,,,,,,,,,,,,""
17525494001,"Feb 26, 2026, 1:00:52 AM",Evening Tennis,Workout,,3510,2.24,175.0,16,false,,,activities/18622945309.fit.gz,,,3510.0,2577.0,2242.1,3.7,0.87,0.0,0.0,178.4,178.9,4.1,0.0,,,123.0,61.0,175.0,125.0,,,542.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639,0.0,,,,4198.0,0.0,,,,,,4198.0,,,,,,,,,,""
17524649721,"Feb 25, 2026, 11:08:59 PM",Afternoon Ride,Ride,,2146,8.28,141.0,7,false,,,activities/18622097197.fit.gz,,9.0,2146.0,1978.0,8285.5,10.88,4.189,50.0,29.0,178.4,207.8,47.7,0.2,,,,,141.0,118.0,,,286.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.861,673.7,,,,,0.0,,,,,,,,,,,,,,,,""
17512427749,"Feb 24, 2026, 11:32:38 PM",Afternoon E-Bike Ride,E-Bike Ride,,1366,7.90,114.0,2,false,,,activities/18609831415.fit.gz,,9.0,1366.0,1194.0,7907.9,14.367,6.623,60.0,30.0,177.2,220.0,26.7,0.5,,,,,114.0,90.0,,,103.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.789,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17501548417,"Feb 24, 2026, 4:00:54 AM",Night Weight Training,Weight Training,,2056,0,168.0,18,false,,,activities/18598915471.fit.gz,,,2056.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,130.0,,,334.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,798.0,,,,,,,,,,""
17500372843,"Feb 23, 2026, 11:21:59 PM",Afternoon Ride,Ride,,2020,7.67,119.0,4,false,,,activities/18597738999.fit.gz,,9.0,2020.0,1839.0,7678.5,12.933,4.175,50.0,24.0,166.2,192.6,18.9,0.3,,,,,119.0,98.0,,,174.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801,843.6,,,,,0.0,,,,,,,,,,,,,,,,""
17489511313,"Feb 22, 2026, 10:42:36 PM",The sport house,Workout,"",2985,0.32,174.0,10,false,,,activities/18586849426.fit.gz,,,2985.0,2985.0,327.2,1.56,0.11,0.0,0.0,0.0,0.0,0.0,0.0,,,85.0,55.0,174.0,112.0,,,346.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0,,,,2574.0,0.0,,,,,,2574.0,0.0,0.0,,,,0.0,,,,""
